TOP,JUNGLE,MIDDLE,BOTTOM,SUPPORT
Kai'Sa,Trundle,Twisted Fate,Twitch,Yuumi
Wukong,Kayn,Katarina,Varus,Vel'Koz
Mordekaiser,Elise,Qiyana,Draven,Thresh
Kled,Nocturne,Vel'Koz,Jhin,Thresh
Gnar,Olaf,Ekko,Vayne,Lulu
Kayle,Nunu & Willump,Twisted Fate,Irelia,Bard
Aatrox,Rek'Sai,Zoe,Vayne,Lulu
Irelia,Neeko,Anivia,Cassiopeia,Nami
Fiora,Olaf,Syndra,Draven,Rakan
Gangplank,Sett,Karthus,Ezreal,Nami
Gragas,Elise,Qiyana,Draven,Karma
Urgot,Twitch,Annie,Draven,Pyke
Aatrox,Elise,Ekko,Miss Fortune,Lulu
Gragas,Olaf,Orianna,Ezreal,Yuumi
Kled,Wukong,Vladimir,Caitlyn,Nami
Aatrox,Elise,Ekko,Aphelios,Thresh
Kayle,Vi,Sylas,Ezreal,Nami
Wukong,Ekko,Ahri,Vayne,Lulu
Aatrox,Olaf,Twisted Fate,Kalista,Rakan
Tryndamere,Kayn,Lissandra,Aphelios,Janna
Gragas,Rek'Sai,Syndra,Ashe,Rakan
Riven,Kha'Zix,Diana,Xayah,Swain
Fiora,Elise,Orianna,Lucian,Rakan
Shen,Volibear,Viktor,Ezreal,Karma
Sett,Zac,Ekko,Sivir,Vel'Koz
Gragas,Olaf,Syndra,Varus,Karma
Kennen,Nunu & Willump,Kassadin,Vayne,Janna
Darius,Zac,Wukong,Ezreal,Soraka
Gragas,Olaf,Yasuo,Varus,Thresh
Malphite,Graves,Kassadin,Yasuo,Xerath
Kled,Trundle,Twisted Fate,Xayah,Rakan
Camille,Zac,Katarina,Ezreal,Yuumi
Gragas,Rek'Sai,Sylas,Jhin,Soraka
Camille,Taliyah,Cassiopeia,Aphelios,Nautilus
Gragas,Elise,Yasuo,Morgana,Senna
Fiora,Jarvan IV,Vladimir,Sivir,Lux
Kled,Trundle,Ekko,Kai'Sa,Nautilus
Maokai,Wukong,Vladimir,Ezreal,Yuumi
Kled,Trundle,Orianna,Xayah,Rakan
Irelia,Pantheon,Kassadin,Rammus,Yuumi
Aatrox,Trundle,Syndra,Kalista,Thresh
Aatrox,Olaf,Corki,Aphelios,Lulu
Sett,Kha'Zix,Syndra,Caitlyn,Janna
Renekton,Graves,Kassadin,Ahri,Thresh
Sett,Trundle,Twisted Fate,Morgana,Senna
Fiora,Evelynn,Diana,Miss Fortune,Leona
Gangplank,Rek'Sai,Lux,Kalista,Thresh
Gragas,Rek'Sai,Orianna,Kalista,Thresh
Fiora,Xin Zhao,Vladimir,Xerath,Morgana
Gragas,Rek'Sai,Qiyana,Kai'Sa,Rakan
Wukong,Sylas,Kassadin,Ezreal,Soraka
Sett,Kha'Zix,Sylas,Caitlyn,Lulu
Gragas,Olaf,Twisted Fate,Morgana,Senna
Sett,Nunu & Willump,Ekko,Kai'Sa,Lulu
Aatrox,Olaf,Syndra,Morgana,Senna
Irelia,Trundle,Vel'Koz,Ezreal,Pyke
Gnar,Elise,Jayce,Kog'Maw,Lulu
Camille,Evelynn,Zed,Kai'Sa,Nautilus
Aatrox,Jarvan IV,Ekko,Miss Fortune,Thresh
Aatrox,Elise,Orianna,Kalista,Lulu
Kennen,Lee Sin,Diana,Jinx,Xerath
Gnar,Trundle,Ziggs,Aphelios,Lulu
Kled,Nunu & Willump,Twisted Fate,Kalista,Karma
Renekton,Jarvan IV,Ekko,Lucian,Janna
Fiora,Dr. Mundo,Talon,Syndra,Lulu
Kled,Elise,Corki,Kalista,Lulu
Fiora,Graves,Aurelion Sol,Varus,Karma
Renekton,Twitch,Kassadin,Jhin,Thresh
Akali,Rek'Sai,Qiyana,Kalista,Lulu
Dr. Mundo,Kayn,Galio,Twitch,Lulu
Renekton,Ekko,Qiyana,Ziggs,Nami
Camille,Rek'Sai,Ahri,Aphelios,Morgana
Aatrox,Lee Sin,Kassadin,Kalista,Braum
Akali,Ivern,Azir,Kai'Sa,Braum
Darius,Taliyah,Aurelion Sol,Miss Fortune,Thresh
Garen,Shyvana,Akali,Ezreal,Veigar
Maokai,Nidalee,Kled,Ashe,Lulu
Akali,Rengar,Galio,Ezreal,Sett
Yasuo,Shaco,Neeko,Lucian,Nami
Irelia,Jarvan IV,Syndra,Kalista,Taric
Warwick,Trundle,Katarina,Caitlyn,Lulu
Singed,Trundle,Orianna,Lucian,Taric
Warwick,Sylas,Kennen,Kai'Sa,Janna
Kayle,Jarvan IV,Galio,Jinx,Morgana
Camille,Kindred,Orianna,Kalista,Taric
Irelia,Olaf,Ahri,Ashe,Blitzcrank
Gnar,Trundle,Kassadin,Kalista,Taric
Renekton,Kha'Zix,Orianna,Ashe,Bard
Maokai,Hecarim,Zoe,Kalista,Taric
Wukong,Rengar,Fizz,Ezreal,Yuumi
Sett,Karthus,Syndra,Lucian,Zilean
Irelia,Ekko,Syndra,Jhin,Brand
Akali,Kayn,Kled,Kalista,Taric
Sylas,Zac,Yasuo,Ashe,Pyke
Darius,Sejuani,Orianna,Kalista,Taric
Sett,Sejuani,Varus,Swain,Nautilus
Jax,Ivern,Syndra,Lucian,Lux
Olaf,Wukong,Yasuo,Syndra,Volibear
Akali,Ivern,Vel'Koz,Kalista,Lulu
Darius,Nocturne,Zed,Heimerdinger,Rakan
Fiora,Sejuani,Syndra,Lucian,Pyke
Qiyana,Gragas,Sylas,Tristana,Vel'Koz
Akali,Ivern,Graves,Lucian,Thresh
Maokai,Kayn,Malzahar,Varus,Xerath
Akali,Nidalee,Lux,Ezreal,Thresh
Aatrox,Sejuani,Ekko,Ezreal,Karma
Akali,Nidalee,Lux,Neeko,Senna
Vladimir,Lee Sin,Syndra,Tristana,Nami
Renekton,Ekko,Ahri,Caitlyn,Maokai
Vladimir,Lee Sin,Syndra,Varus,Morgana
Kled,Jarvan IV,Diana,Ezreal,Yuumi
Cho'Gath,Elise,Akali,Varus,Nautilus
Malphite,Fiddlesticks,Yasuo,Ezreal,Alistar
Zed,Jarvan IV,Darius,Tristana,Janna
Gnar,Ekko,Yasuo,Veigar,Nautilus
Shen,Graves,LeBlanc,Irelia,Thresh
Maokai,Lee Sin,Kassadin,Neeko,Pyke
Riven,Fiddlesticks,Vel'Koz,Yasuo,Braum
Vladimir,Lee Sin,Talon,Veigar,Nautilus
Renekton,Fiddlesticks,Zoe,Varus,Maokai
Sett,Ivern,Irelia,Kai'Sa,Lux
Volibear,Warwick,Vladimir,Draven,Janna
Kalista,Lee Sin,Kassadin,Miss Fortune,Thresh
Darius,Lee Sin,Kassadin,Draven,Janna
Vayne,Warwick,Cassiopeia,Lucian,Nautilus
Akali,Ekko,Zoe,Lucian,Bard
Kennen,Vi,Diana,Caitlyn,Thresh
Ornn,Nidalee,Talon,Cassiopeia,Yuumi
Renekton,Kayn,Katarina,Veigar,Zoe
Renekton,Lee Sin,Talon,Heimerdinger,Lux
Riven,Rek'Sai,Fizz,Ziggs,Nautilus
Darius,Shyvana,Malzahar,Jhin,Thresh
Malphite,Master Yi,Katarina,Draven,Lulu
Warwick,Nidalee,Talon,Aphelios,Lulu
Akali,Morgana,Ekko,Varus,Nami
Vladimir,Sejuani,Orianna,Ezreal,Thresh
Jayce,Kayn,Syndra,Veigar,Bard
Akali,Rek'Sai,Wukong,Kai'Sa,Sona
Ornn,Lee Sin,Cassiopeia,Xayah,Rakan
Darius,Kha'Zix,Xerath,Aphelios,Morgana
Shen,Sejuani,Riven,Veigar,Senna
Akali,Kha'Zix,Ekko,Lucian,Rakan
Maokai,Jarvan IV,Ryze,Aphelios,Janna
Riven,Karthus,Zed,Jhin,Nami
Akali,Dr. Mundo,Ahri,Kai'Sa,Thresh
Riven,Wukong,Akali,Miss Fortune,Yuumi
Skarner,Zac,Ekko,Lucian,Thresh
Nasus,Nunu & Willump,Vladimir,Cassiopeia,Karma
Akali,Karthus,Vel'Koz,Kalista,Blitzcrank
Rengar,Lee Sin,LeBlanc,Ezreal,Zyra
Akali,Kha'Zix,Cassiopeia,Kai'Sa,Yuumi
Akali,Kayn,Ahri,Miss Fortune,Thresh
Kled,Elise,Talon,Caitlyn,Bard
Mordekaiser,Lee Sin,Nocturne,Kalista,Xerath
Akali,Kha'Zix,Vel'Koz,Ziggs,Janna
Gnar,Shyvana,Veigar,Ezreal,Senna
Akali,Jarvan IV,Qiyana,Kai'Sa,Zilean
Wukong,Rammus,Kassadin,Aphelios,Yuumi
Akali,Xin Zhao,Ahri,Jinx,Soraka
Darius,Warwick,Ekko,Ezreal,Vel'Koz
Akali,Skarner,LeBlanc,Jinx,Blitzcrank
Ornn,Wukong,Corki,Veigar,Bard
Gnar,Lee Sin,Fizz,Kai'Sa,Rakan
Mordekaiser,Lee Sin,Graves,Aphelios,Lux
Fiora,Shaco,Twisted Fate,Heimerdinger,Xerath
Neeko,Wukong,Mordekaiser,Xayah,Bard
Renekton,Olaf,Orianna,Jhin,Sett
Irelia,Lee Sin,Orianna,Sivir,Yuumi
Fiora,Shaco,Corki,Jhin,Leona
Aatrox,Amumu,Lux,Kalista,Leona
Darius,Hecarim,Ahri,Veigar,Senna
Renekton,Lee Sin,Kassadin,Ezreal,Yuumi
Mordekaiser,Wukong,Viktor,Veigar,Senna
Diana,Gragas,Tahm Kench,Ashe,Soraka
Cho'Gath,Nocturne,Talon,Kai'Sa,Morgana
Malphite,Jarvan IV,Zed,Veigar,Thresh
Jayce,Volibear,Gragas,Kai'Sa,Yuumi
Maokai,Rek'Sai,Sylas,Caitlyn,Leona
Riven,Nocturne,Twisted Fate,Ezreal,Karma
Darius,Rek'Sai,LeBlanc,Lucian,Nami
Kled,Wukong,Twisted Fate,Ezreal,Bard
Darius,Lee Sin,Rumble,Taliyah,Zilean
Ornn,Kha'Zix,LeBlanc,Caitlyn,Thresh
Poppy,Zac,Zoe,Twitch,Nautilus
Cho'Gath,Lee Sin,Diana,Vayne,Taric
Mordekaiser,Elise,Talon,Vayne,Janna
Jayce,Zac,Galio,Heimerdinger,Pantheon
Lulu,Trundle,Xerath,Caitlyn,Zyra
Akali,Jarvan IV,Galio,Kalista,Sett
Aatrox,Sejuani,Qiyana,Jinx,Blitzcrank
Jayce,Zac,Galio,Jhin,Nami
Soraka,Sejuani,Cassiopeia,Lucian,Thresh
Urgot,Jarvan IV,Zilean,Kai'Sa,Nautilus
Camille,Evelynn,Viktor,Lucian,Thresh
Aatrox,Warwick,Syndra,Ezreal,Janna
Jax,Wukong,Tristana,Xayah,Brand
Ornn,Gragas,LeBlanc,Twitch,Lulu
Camille,Zac,Vladimir,Kai'Sa,Soraka
Mordekaiser,Jarvan IV,Rumble,Miss Fortune,Janna
Irelia,Jarvan IV,LeBlanc,Caitlyn,Zoe
Camille,Lee Sin,Ahri,Lucian,Thresh
Lee Sin,Gragas,Kalista,Twitch,Braum
Kennen,Rek'Sai,Zoe,Xayah,Leona
Kennen,Rek'Sai,Jayce,Taliyah,Nautilus
Camille,Nunu & Willump,Vel'Koz,Aphelios,Neeko
Sett,Elise,Syndra,Caitlyn,Leona
Vladimir,Kayn,Kassadin,Kalista,Nami
Renekton,Nocturne,Akali,Lucian,Blitzcrank
Fiora,Kha'Zix,Diana,Jayce,Nami
Gnar,Lee Sin,Akali,Caitlyn,Taric
Sett,Nidalee,Camille,Lucian,Senna
Kayle,Rek'Sai,Orianna,Yasuo,Taric
Sett,Dr. Mundo,Zed,Vladimir,Zilean
Aatrox,Sett,Wukong,Jhin,Brand
Kayle,Ivern,Akali,Vayne,Janna
Fiora,Lee Sin,Akali,Aphelios,Pyke
Sett,Elise,Cassiopeia,Miss Fortune,Thresh
Fiora,Kha'Zix,Ekko,Irelia,Yuumi
Renekton,Lee Sin,Mordekaiser,Aphelios,Nautilus
Kennen,Ekko,Qiyana,Lucian,Morgana
Irelia,Sett,Zoe,Aphelios,Leona
Jayce,Karthus,Akali,Varus,Swain
Shen,Elise,Sylas,Senna,Nami
Akali,Kayn,Lux,Caitlyn,Yuumi
Gangplank,Zac,Talon,Aphelios,Veigar
Malphite,Kayn,Zilean,Yasuo,Alistar
Gangplank,Nidalee,Zoe,Wukong,Yuumi
Renekton,Gragas,Wukong,Aphelios,Senna
Sett,Lee Sin,Akali,Lucian,Nautilus
Darius,Elise,Zed,Jinx,Morgana
Ornn,Ekko,Qiyana,Kai'Sa,Karma
Shen,Olaf,Zoe,Senna,Nami
Cassiopeia,Rek'Sai,Qiyana,Kai'Sa,Karma
Darius,Karthus,Cassiopeia,Aphelios,Nautilus
Vayne,Diana,Zoe,Caitlyn,Morgana
Camille,Kayn,Cassiopeia,Aphelios,Nautilus
Diana,Jarvan IV,Zoe,Kalista,Thresh
Sett,Warwick,Diana,Kai'Sa,Nautilus
Aatrox,Taliyah,Neeko,Aphelios,Sona
Irelia,Karthus,Yasuo,Syndra,Bard
Camille,Zac,Azir,Kai'Sa,Thresh
Malzahar,Fiddlesticks,Illaoi,Jhin,Nautilus
Urgot,Lee Sin,Zoe,Ashe,Janna
Shyvana,Kha'Zix,Akali,Jhin,Janna
Illaoi,Ekko,Quinn,Miss Fortune,Brand
Gnar,Shyvana,Karma,Kai'Sa,Yuumi
Sett,Vi,Lux,Galio,Senna
Illaoi,Rammus,Cassiopeia,Jhin,Karma
Shen,Kayn,Orianna,Kalista,Thresh
Illaoi,Fiddlesticks,Cassiopeia,Jhin,Leona
Ornn,Shyvana,Zed,Kalista,Bard
Cho'Gath,Kha'Zix,Lissandra,Ezreal,Sona
Wukong,Gragas,Vladimir,Kai'Sa,Soraka
Illaoi,Nunu & Willump,Taliyah,Vayne,Lulu
Shen,Lee Sin,Cassiopeia,Kai'Sa,Sett
Poppy,Fiddlesticks,Zilean,Aphelios,Lulu
Renekton,Hecarim,Orianna,Ahri,Yuumi
Katarina,Zac,Illaoi,Kalista,Thresh
Tryndamere,Fiddlesticks,Orianna,Varus,Brand
Kayle,Vi,Katarina,Ezreal,Xerath
Gnar,Nidalee,Viktor,Caitlyn,Morgana
Mordekaiser,Volibear,Twisted Fate,Ezreal,Leona
Gnar,Ivern,Cassiopeia,Draven,Thresh
Gragas,Zac,Yasuo,Ezreal,Blitzcrank
Cho'Gath,Master Yi,Lulu,Lucian,Bard
Cho'Gath,Zac,Rumble,Twitch,Nami
Mordekaiser,Ekko,Aatrox,Aphelios,Lulu
Jayce,Nunu & Willump,Aurelion Sol,Kai'Sa,Soraka
Gnar,Gragas,Kassadin,Vayne,Morgana
Camille,Evelynn,Galio,Aphelios,Lulu
Illaoi,Kha'Zix,Zoe,Vayne,Soraka
Aatrox,Nocturne,Ahri,Kai'Sa,Leona
Gnar,Poppy,Lissandra,Kalista,Lulu
Singed,Kayn,Galio,Ezreal,Zilean
Cho'Gath,Warwick,Kassadin,Kalista,Lulu
Kennen,Graves,Diana,Ezreal,Soraka
Gnar,Karthus,Twisted Fate,Kalista,Braum
Gnar,Fiddlesticks,Vel'Koz,Vayne,Janna
Maokai,Dr. Mundo,Katarina,Ezreal,Xerath
Shen,Vi,Lux,Ezreal,Blitzcrank
Cho'Gath,Sylas,Yasuo,Vayne,Lulu
Gangplank,Evelynn,Veigar,Yasuo,Zyra
Gnar,Rek'Sai,Viktor,Ezreal,Alistar
Malphite,Evelynn,Wukong,Lucian,Senna
Cho'Gath,Graves,Yasuo,Kog'Maw,Lulu
Fiora,Master Yi,Talon,Lucian,Janna
Cho'Gath,Karthus,Yasuo,Kalista,Leona
Rammus,Taliyah,Cho'Gath,Yasuo,Nami
Tryndamere,Hecarim,Ahri,Vayne,Lulu
Gnar,Nidalee,Ekko,Varus,Bard
Darius,Elise,Swain,Caitlyn,Janna
Urgot,Kha'Zix,Twisted Fate,Ezreal,Morgana
Gnar,Gragas,Cassiopeia,Yasuo,Alistar
Jax,Kha'Zix,Vel'Koz,Ashe,Fiddlesticks
Cho'Gath,Kindred,Veigar,Ezreal,Rakan
Volibear,Karthus,Tryndamere,Cassiopeia,Teemo
Yasuo,Zac,Cho'Gath,Ezreal,Pyke
Fiora,Rammus,Tryndamere,Cassiopeia,Nami
Cho'Gath,Zac,Ekko,Yasuo,Janna
Ornn,Zac,Sylas,Lucian,Blitzcrank
Illaoi,Ivern,Yasuo,Quinn,Lulu
Gnar,Shyvana,Ahri,Lucian,Senna
Volibear,Fiddlesticks,Darius,Varus,Galio
Camille,Evelynn,Kled,Lucian,Sona
Poppy,Hecarim,Malzahar,Varus,Volibear
Kled,Jarvan IV,Aurelion Sol,Vayne,Vel'Koz
Volibear,Fiddlesticks,Vladimir,Ezreal,Thresh
Garen,Rengar,Heimerdinger,Xerath,Zilean
Gnar,Sion,Vladimir,Aphelios,Yuumi
Cho'Gath,Graves,Heimerdinger,Lucian,Leona
Shen,Zac,Katarina,Jhin,Bard
Sylas,Trundle,Azir,Xayah,Taric
Illaoi,Lee Sin,Zed,Miss Fortune,Zyra
Malphite,Udyr,Taliyah,Ezreal,Yuumi
Gnar,Fiddlesticks,Zoe,Aphelios,Soraka
Sylas,Lee Sin,Zed,Vayne,Lulu
Illaoi,Zac,Aurelion Sol,Kai'Sa,Thresh
Gnar,Kayn,Diana,Syndra,Blitzcrank
Olaf,Master Yi,Zoe,Kalista,Taric
Yasuo,Zac,Zoe,Ezreal,Karma
Cho'Gath,Jarvan IV,Orianna,Syndra,Pyke
Poppy,Wukong,Cho'Gath,Miss Fortune,Bard
Fiora,Rengar,Sylas,Caitlyn,Karma
Akali,Trundle,Zed,Xerath,Blitzcrank
Illaoi,Zac,Syndra,Caitlyn,Nami
Cho'Gath,Ivern,Orianna,Twitch,Yuumi
Vladimir,Graves,Talon,Tristana,Braum
Mordekaiser,Kayn,Katarina,Varus,Janna
Cho'Gath,Rek'Sai,Vayne,Draven,Lulu
Cho'Gath,Wukong,Lucian,Syndra,Yuumi
Maokai,Elise,Talon,Draven,Senna
Vel'Koz,Shyvana,Renekton,Lucian,Sett
Gnar,Wukong,Ekko,Ezreal,Yuumi
Gnar,Zac,Ekko,Miss Fortune,Nami
Mordekaiser,Nocturne,Ziggs,Jhin,Janna
Graves,Lee Sin,Syndra,Caitlyn,Thresh
Cho'Gath,Wukong,Orianna,Jinx,Lulu
Gnar,Wukong,Orianna,Ezreal,Yuumi
Sett,Pantheon,Syndra,Kalista,Leona
Darius,Fiddlesticks,Orianna,Kai'Sa,Senna
Gnar,Zac,Lissandra,Caitlyn,Yuumi
Vladimir,Olaf,Ekko,Jhin,Alistar
Cho'Gath,Zac,Lissandra,Caitlyn,Lulu
Renekton,Graves,Vladimir,Kai'Sa,Yuumi
Lissandra,Kayn,Cho'Gath,Xayah,Volibear
Fiora,Gragas,Jayce,Senna,Lulu
Darius,Graves,Lissandra,Caitlyn,Yuumi
Irelia,Rengar,Kassadin,Kai'Sa,Senna
Vladimir,Graves,Cho'Gath,Caitlyn,Yuumi
Cho'Gath,Hecarim,Lux,Caitlyn,Lulu
Darius,Zac,Lissandra,Miss Fortune,Yuumi
Vladimir,Lee Sin,Cassiopeia,Jinx,Leona
Cho'Gath,Graves,Lissandra,Poppy,Senna
Kled,Zac,Katarina,Tristana,Yuumi
Poppy,Ekko,Viktor,Ashe,Xerath
Cho'Gath,Zac,Sion,Kog'Maw,Lulu
Vladimir,Poppy,Cassiopeia,Vayne,Leona
Riven,Gragas,Lux,Ezreal,Sett
Illaoi,Zac,Ziggs,Jhin,Janna
Sett,Wukong,Veigar,Kalista,Braum
Darius,Kha'Zix,Vladimir,Ashe,Maokai
Cho'Gath,Vi,Vel'Koz,Varus,Senna
Irelia,Elise,Yasuo,Jinx,Lulu
Darius,Karthus,Malzahar,Kai'Sa,Bard
Ornn,Nidalee,Corki,Miss Fortune,Janna
Illaoi,Zac,Veigar,Ezreal,Pyke
Sylas,Fiddlesticks,Varus,Kai'Sa,Blitzcrank
Wukong,Cho'Gath,Xerath,Vayne,Nami
Nasus,Zac,Veigar,Jhin,Janna
Mordekaiser,Nunu & Willump,Lucian,Taliyah,Lux
Camille,Cho'Gath,Vladimir,Ezreal,Pantheon
Maokai,Trundle,Ryze,Lucian,Blitzcrank
Cho'Gath,Sylas,Yasuo,Camille,Senna
Vladimir,Rammus,Katarina,Ashe,Braum
Cassiopeia,Graves,Sylas,Kai'Sa,Pyke
Cho'Gath,Lee Sin,Lux,Miss Fortune,Soraka
Shen,Rengar,Kassadin,Syndra,Senna
Renekton,Zac,Orianna,Aphelios,Tahm Kench
Poppy,Sejuani,Sylas,Ezreal,Yuumi
Illaoi,Taliyah,Ziggs,Kalista,Maokai
Ornn,Ekko,Wukong,Jhin,Vel'Koz
Sion,Rammus,Lissandra,Aphelios,Thresh
Cho'Gath,Graves,Ekko,Jinx,Karma
Sion,Rammus,Zoe,Miss Fortune,Janna
Camille,Twitch,Lulu,Maokai,Senna
Riven,Rengar,Cassiopeia,Maokai,Senna
Irelia,Lee Sin,Viktor,Varus,Pyke
Cho'Gath,Elise,Zed,Miss Fortune,Sona
Garen,Karthus,Qiyana,Lucian,Nami
Sion,Rammus,Vladimir,Varus,Rakan
Sylas,Lee Sin,Kassadin,Vayne,Nami
Cho'Gath,Fiddlesticks,Graves,Lucian,Taric
Irelia,Kayn,Kassadin,Kalista,Brand
Darius,Sejuani,Yasuo,Vayne,Morgana
Cho'Gath,Volibear,Talon,Jinx,Karma
Cho'Gath,Nidalee,Irelia,Aphelios,Nautilus
Jax,Rengar,Mordekaiser,Pantheon,Senna
Ornn,Twitch,Lissandra,Vayne,Yuumi
Illaoi,Trundle,Irelia,Miss Fortune,Leona
Tristana,Zac,Viktor,Twitch,Alistar
Xin Zhao,Sejuani,Anivia,Vayne,Pyke
Illaoi,Vi,Vladimir,Senna,Blitzcrank
Rumble,Rek'Sai,Xayah,Syndra,Yuumi
Kalista,Lee Sin,Ziggs,Vayne,Zyra
Cho'Gath,Sylas,Pantheon,Camille,Nami
Riven,Amumu,Yasuo,Kai'Sa,Rakan
Illaoi,Rammus,Veigar,Jinx,Lulu
Illaoi,Rengar,Veigar,Tristana,Leona
Mordekaiser,Ivern,Kled,Caitlyn,Bard
Poppy,Gragas,Syndra,Miss Fortune,Nautilus
Cho'Gath,Master Yi,Ekko,Ezreal,Yuumi
Jax,Olaf,Ekko,Sivir,Heimerdinger
Ornn,Sejuani,Karthus,Draven,Cho'Gath
Sylas,Gragas,Vladimir,Ezreal,Senna
Cho'Gath,Lee Sin,Zed,Taliyah,Pantheon
Fiora,Lee Sin,Vel'Koz,Miss Fortune,Bard
Nasus,Graves,Cho'Gath,Senna,Leona
Nasus,Shyvana,Cho'Gath,Heimerdinger,Soraka
Camille,Kai'Sa,Jinx,Cassiopeia,Taric
Lissandra,Jarvan IV,Galio,Senna,Brand
Cho'Gath,Shyvana,Qiyana,Soraka,Yuumi
Cho'Gath,Nunu & Willump,Katarina,Veigar,Yuumi
Ornn,Master Yi,Taric,Cassiopeia,Janna
Irelia,Ekko,Vel'Koz,Miss Fortune,Nautilus
Cho'Gath,Nunu & Willump,Katarina,Ezreal,Yuumi
Yasuo,Udyr,Cho'Gath,Jhin,Veigar
Darius,Kha'Zix,Zed,Caitlyn,Bard
Jax,Camille,Cho'Gath,Miss Fortune,Shaco
Riven,Kha'Zix,Twisted Fate,Caitlyn,Thresh
Sett,Kha'Zix,Cho'Gath,Ezreal,Pyke
Ornn,Nidalee,LeBlanc,Jhin,Nautilus
Tristana,Elise,Diana,Kai'Sa,Nautilus
Cho'Gath,Jarvan IV,Qiyana,Miss Fortune,Soraka
Soraka,Ekko,Camille,Vayne,Morgana
Cho'Gath,Nunu & Willump,Lux,Draven,Thresh
Sylas,Jarvan IV,Corki,Xayah,Rakan
Soraka,Lee Sin,Cho'Gath,Senna,Shaco
Soraka,Lee Sin,Veigar,Lucian,Janna
Teemo,Dr. Mundo,Talon,Cho'Gath,Pyke
Darius,Master Yi,Orianna,Jinx,Soraka
Cho'Gath,Skarner,Qiyana,Bard,Lux
Nasus,Ekko,Cho'Gath,Wukong,Yuumi
Fiora,Karthus,Nocturne,Yasuo,Nautilus
Nasus,Kha'Zix,Cho'Gath,Tristana,Nautilus
Urgot,Elise,Camille,Lucian,Senna
Ornn,Sejuani,Ekko,Kai'Sa,Blitzcrank
Cho'Gath,Master Yi,Yasuo,Caitlyn,Morgana
Yorick,Trundle,Xerath,Aphelios,Bard
Cho'Gath,Kha'Zix,Aurelion Sol,Lucian,Janna
Darius,Ekko,Katarina,Miss Fortune,Veigar
Malphite,Zac,Cho'Gath,Xayah,Senna
Aatrox,Sejuani,Neeko,Lucian,Janna
Nasus,Kha'Zix,Cho'Gath,Aphelios,Lulu
Fiora,Lee Sin,Syndra,Lucian,Nami
Kayle,Elise,Cho'Gath,Senna,Yuumi
Ornn,Zac,Sylas,Xayah,Bard
Vladimir,Trundle,Cho'Gath,Kog'Maw,Lulu
Yasuo,Elise,Cho'Gath,Senna,Yuumi
Jarvan IV,Qiyana,Akali,Taliyah,Bard
Soraka,Sejuani,Vladimir,Lucian,Taric
Nasus,Ekko,Cho'Gath,Wukong,Yuumi
Nasus,Ekko,Cho'Gath,Wukong,Yuumi
Malphite,Lee Sin,Neeko,Kalista,Blitzcrank
Nasus,Elise,Cho'Gath,Lucian,Nami
Aatrox,Zac,LeBlanc,Aphelios,Blitzcrank
Kayle,Sejuani,Ahri,Aphelios,Leona
Nasus,Rammus,Cho'Gath,Jinx,Nami
Ornn,Ekko,Vladimir,Aphelios,Thresh
Nasus,Kayn,Cho'Gath,Kalista,Nami
Camille,Rek'Sai,Vladimir,Wukong,Nami
Fiora,Karthus,Cho'Gath,Senna,Yuumi
Soraka,Lee Sin,Volibear,Aphelios,Rakan
Vladimir,Trundle,Cho'Gath,Senna,Leona
Poppy,Elise,Kassadin,Tristana,Leona
Malphite,Sylas,Talon,Yasuo,Lulu
Vladimir,Gragas,Qiyana,Aphelios,Senna
Gnar,Master Yi,Cho'Gath,Kai'Sa,Bard
Nasus,Master Yi,Lux,Caitlyn,Bard
Camille,Gragas,Diana,Lucian,Senna
Pantheon,Karthus,Cho'Gath,Caitlyn,Bard
Kayle,Sejuani,Senna,Cassiopeia,Nami
Gangplank,Elise,Cho'Gath,Varus,Lulu
Yasuo,Gragas,Katarina,Miss Fortune,Tahm Kench
Shen,Jarvan IV,Cho'Gath,Aphelios,Blitzcrank
Mordekaiser,Ekko,Ahri,Sivir,Pyke
Rumble,Vi,Talon,Caitlyn,Nami
Illaoi,Rammus,Sylas,Xayah,Rakan
Darius,Gragas,Graves,Caitlyn,Sona
Teemo,Kha'Zix,Garen,Karthus,Swain
Ornn,Rengar,Ekko,Draven,Senna
Mordekaiser,Kayn,Vel'Koz,Ezreal,Karma
Darius,Kha'Zix,Ekko,Draven,Janna
Garen,Nidalee,Zed,Xerath,Yuumi
Renekton,Gragas,Corki,Ezreal,Thresh
Jax,Amumu,Twisted Fate,Draven,Bard
Wukong,Nidalee,Kassadin,Ezreal,Soraka
Tryndamere,Rammus,Zed,Draven,Senna
Camille,Nocturne,Zed,Kai'Sa,Vel'Koz
Tryndamere,Lee Sin,Ekko,Draven,Alistar
Sylas,Kayn,Kog'Maw,Kalista,Bard
Gnar,Karthus,Tristana,Ashe,Zilean
Urgot,Jarvan IV,Diana,Draven,Soraka
Gragas,Shyvana,Zed,Kalista,Thresh
Garen,Kha'Zix,Ekko,Draven,Nami
Kled,Shaco,Vladimir,Ziggs,Bard
Teemo,Volibear,Cassiopeia,Ezreal,Lulu
Dr. Mundo,Fiddlesticks,Galio,Draven,Janna
Skarner,Kha'Zix,Xerath,Caitlyn,Nami
Fiora,Shyvana,Draven,Ashe,Bard
Jayce,Nidalee,Talon,Jhin,Thresh
Garen,Olaf,Xerath,Draven,Karma
Sion,Kayn,Galio,Draven,Thresh
Garen,Fiddlesticks,Katarina,Ashe,Yuumi
